,since,until,Tesla Stock Price,S&P 500 Variance,Ford Stock Price,GM Stock Price,Toyota Stock Price,Nissan Stock Price,Tesla Wikipedia Page Views,Sentiment,Previous Week Tesla Stock Price
256,2016-02-06,2016-02-13,9.885599899,698.8159235,11.40000019,27.77399979,106.6159988,17.37000008,3035.353026,0.1285818182,12.26306667
257,2016-02-14,2016-02-21,10.95333338,874.7496388,12.12500024,28.91500044,107.2749977,17.17000008,3035.353026,0.09695689655,9.885599899
258,2016-02-22,2016-02-29,12.1562664,1068.689558,12.38400021,29.39599953,105.5220001,17.46400032,3035.353026,0.1519788462,10.95333338
259,2016-03-01,2016-03-08,13.02346649,1838.726454,13.41200008,30.83800011,107.8860016,18.91800003,3035.353026,0.1464894737,12.1562664
260,2016-03-09,2016-03-16,14.06520004,1999.53467,13.22599983,30.97000008,107.7520004,19.26799965,3035.353026,0.2720894737,13.02346649
261,2016-03-17,2016-03-24,15.39013329,1365.885024,13.52400017,31.84199982,107.673999,19.14599991,3035.353026,0.1464152542,14.06520004
262,2016-03-25,2016-04-01,15.28416681,823.6703798,13.28500009,31.15750027,107.7399998,18.78499985,3035.353026,0.06027731959,15.39013329
263,2016-04-02,2016-04-09,17.00200043,598.0354689,12.6920002,29.64600029,99.71199951,17.26199989,3035.353026,0.1617,15.28416681
264,2016-04-10,2016-04-17,16.78186646,212.7735123,12.91200008,30.25999985,102.5820007,18.35600014,3035.353026,0.03301730769,17.00200043
265,2016-04-18,2016-04-25,16.71013374,349.3266046,13.51799984,32.06199951,105.1599991,18.88599968,3035.353026,0.114641791,16.78186646
266,2016-04-26,2016-05-03,16.47306709,375.1930652,13.73600006,32.06799927,104.1639999,18.29800034,3035.353026,0.1407942529,16.71013374
267,2016-05-04,2016-05-11,14.22173347,321.6084187,13.37599983,30.84400024,102.2559998,18.02199974,3035.353026,0.06508920863,16.47306709
268,2016-05-12,2016-05-19,13.8534668,289.3260304,13.23800011,30.75,100.8259995,19.00400009,3035.353026,0.04891204819,14.22173347
269,2016-05-20,2016-05-27,14.65480022,235.6539004,13.31800003,31.02999992,101.1380005,19.28199959,3035.353026,0.09183492063,13.8534668
270,2016-05-28,2016-06-04,14.67899966,357.2730045,13.21249986,30.34000015,103.5150013,19.90750027,3035.353026,0.1786583333,14.65480022
271,2016-06-05,2016-06-12,15.15586662,575.9864309,13.25600014,29.64199982,104.8759995,19.72200012,3035.353026,0.05786734694,14.67899966
272,2016-06-13,2016-06-20,14.45240021,590.6810702,13.04200001,29.00400009,102.0960007,18.92400017,3035.353026,0.1177137931,15.15586662
273,2016-06-21,2016-06-28,13.39160023,260.1051356,12.8960001,28.90200005,105.5580002,19.03200035,3035.353026,0.03726734694,14.45240021
274,2016-06-29,2016-07-06,14.21583343,866.0187131,12.55999994,28.38249969,100.0824986,18.13249969,3035.353026,-0.2545867347,13.39160023
275,2016-07-07,2016-07-14,14.72906666,889.456414,13.20799999,29.95199966,104.5440002,19.05800018,3035.353026,0.03413928571,14.21583343
276,2016-07-15,2016-07-22,14.9435997,1963.710396,13.70599976,31.28199997,108.9100006,19.70200005,3035.353026,0.1681443478,14.72906666
277,2016-07-23,2016-07-30,15.37880001,1683.031332,13.37999992,31.75200081,110.4419998,19.43800049,3035.353026,0.06683684211,14.9435997
278,2016-07-31,2016-08-07,15.24853306,488.5828248,12.16399975,30.52199974,111.9080002,19.38400002,3035.353026,0.06961728395,15.37880001
279,2016-08-08,2016-08-15,15.08546677,62.8724174,12.27600021,31.30399971,117.4679993,19.67399979,3035.353026,0.03627413793,15.24853306
280,2016-08-16,2016-08-23,14.91053352,74.8590883,12.36200008,31.76199989,119.1240005,19.23600006,3035.353026,0.03509047619,15.08546677
281,2016-08-24,2016-08-31,14.53480015,76.05562403,12.43400021,31.66600037,120.2779999,19.43999977,3035.353026,0.1041981481,14.91053352
282,2016-09-01,2016-09-08,13.38483357,36.82083151,12.57749987,31.99249935,121.1274986,20.11000061,3035.353026,0.02976470588,14.53480015
283,2016-09-09,2016-09-16,13.14200001,209.842353,12.34200001,30.88600006,118.687999,19.98599968,3035.353026,0.004464285714,13.38483357
284,2016-09-17,2016-09-24,13.7343998,431.1919219,12.11000004,31.99799957,117.8880005,19.96399994,3035.353026,0.1051819149,13.14200001
285,2016-09-25,2016-10-02,13.67733345,400.9724397,12.02399998,31.70999985,117.0199982,19.87999992,3035.353026,0.0527915493,13.7343998
286,2016-10-03,2016-10-10,13.74906654,302.0550207,12.29200001,32.35199966,115.9980011,19.49600029,3035.353026,0.1148285714,13.67733345
287,2016-10-11,2016-10-18,13.23093338,165.6736665,11.92999992,31.70200005,115.1360001,18.98400002,3035.353026,0.05072698413,13.74906654
288,2016-10-19,2016-10-26,13.43799973,174.6321021,12.00800018,32.04400024,115.3999985,19.55400009,3035.353026,0.0975816092,13.23093338
289,2016-10-27,2016-11-03,13.07360001,135.420565,11.64199982,31.43600006,114.6860001,20.02800026,3035.353026,0.1369885417,13.43799973
290,2016-11-04,2016-11-11,12.72160015,343.1331406,11.58399982,31.71999969,111.9039993,19.52799988,3035.353026,0.2706098361,13.07360001
291,2016-11-12,2016-11-19,12.30440025,644.5479232,11.9460001,33.27199936,112.823999,18.64600029,3035.353026,0.1632492958,12.72160015
292,2016-11-20,2016-11-27,12.75800014,1127.869313,11.90499997,33.73250008,115.1500015,18.80249977,3035.353026,0.1066208333,12.30440025
293,2016-11-28,2016-12-05,12.51253319,1483.614992,12.09400005,34.99799957,117.8160004,18.93399963,3035.353026,0.1112857143,12.75800014
294,2016-12-06,2016-12-13,12.74533348,456.4809496,12.92800007,36.50999908,121.3979996,19.42000008,3035.353026,0.1580555556,12.51253319
295,2016-12-14,2016-12-21,13.47040005,792.9146762,12.63599987,36.3140007,121.5099991,19.84199982,3035.353026,0.05671785714,12.74533348
296,2016-12-22,2016-12-29,14.35099983,836.7704266,12.375,35.51749992,119.8425007,20.5,3035.353026,0.145384507,13.47040005
297,2016-12-30,2017-01-06,14.74033332,394.674284,12.6650002,35.86750031,119.3450012,20.3574996,3035.353026,0.04194861111,14.35099983
298,2017-01-07,2017-01-14,15.44293346,85.99244244,12.67400017,37.23199921,119.7720001,20.20600014,3035.353026,0.1515863636,14.74033332
299,2017-01-15,2017-01-22,16.04049993,89.2634912,12.45249987,37.27250004,118.8575001,20.17500019,3035.353026,0.1636946667,15.44293346
300,2017-01-23,2017-01-30,16.84613342,122.4677525,12.51399994,37.29199982,118.1320007,20.07599983,3035.353026,0.2522388889,16.04049993
301,2017-01-31,2017-02-07,16.82426682,117.4271425,12.40799999,36.32800064,114.7940002,19.92199974,1488.94121,0.09135892857,16.84613342
302,2017-02-08,2017-02-15,18.16120033,178.1350974,12.4960001,35.63000031,113.3359985,19.90600014,2364.6,0.1312086207,16.82426682
303,2017-02-16,2017-02-23,18.20133305,614.7509681,12.61999989,37.47500038,113.9375,19.76250029,5509,0.09033218391,18.16120033
304,2017-02-24,2017-03-03,16.71626663,1076.138514,12.60199986,37.24000015,113.8579987,19.74599991,3336.4,0.08573333333,18.20133305
305,2017-03-04,2017-03-11,16.47013359,789.7343451,12.50799999,37.27200089,112.4420029,20.0920002,3014,0.07806785714,16.71626663
306,2017-03-12,2017-03-19,17.1126667,201.3996487,12.58399982,36.86600037,112.8359985,20.0579998,2968,0.1344653333,16.47013359
307,2017-03-20,2017-03-27,17.14066658,120.6323678,11.81200008,34.69399948,111.2180008,20.03800011,2973.6,0.1250820225,17.1126667
308,2017-03-28,2017-04-04,18.79426689,202.8443105,11.61800003,35.20800018,109.9720001,19.64999962,4377.2,0.08572828283,17.14066658
309,2017-04-05,2017-04-12,20.23120041,157.2626785,11.25799999,33.95199966,105.9860016,18.33999977,5273.6,0.1566440678,18.79426689
310,2017-04-13,2017-04-20,20.18683338,107.9612386,11.17999983,33.69250011,105.0600014,18.62249994,4028.25,-0.009257142857,20.23120041
311,2017-04-21,2017-04-28,20.61626625,128.9189185,11.46400013,34.1140007,108.3220016,19.10599976,4051.8,0.03489701493,20.18683338
312,2017-04-29,2017-05-06,20.75399971,352.9250517,11.11000004,33.56000061,109.0960022,19.22000008,4185.6,0.04615267857,20.61626625
313,2017-05-07,2017-05-14,21.35440025,511.1899301,11.05200005,34.03799973,107.5519989,19.07600021,3885.8,0.04825684211,20.75399971
314,2017-05-15,2017-05-22,20.8385334,302.3115957,10.85999985,32.96999969,106.6899994,19.54000015,3505.8,0.1377180328,21.35440025
315,2017-05-23,2017-05-30,20.93416691,134.8248472,10.95000005,33.02250004,107.4500008,19.36250019,3254.75,0.1244879518,20.8385334
316,2017-05-31,2017-06-07,22.95200005,281.9467246,11.25,34.34000015,108.1740021,19.4579998,3591.8,0.07106326531,20.93416691
317,2017-06-08,2017-06-15,24.57253342,514.4914035,11.20000019,34.45,106.4159988,19.57599983,3162,0.02352727273,22.95200005
318,2017-06-16,2017-06-23,24.96599998,242.9440773,11.15,34.27200012,104.6939987,19.23400002,3024,0.04585742574,24.57253342
319,2017-06-24,2017-07-01,24.44613304,64.28406899,11.14200001,34.62000046,104.837999,19.61599998,2654,0.09047659574,24.96599998
320,2017-07-02,2017-07-09,21.69599962,63.14110659,11.32500029,35.09749889,107.6199989,20.15500021,4568.75,0.09496976744,24.44613304
321,2017-07-10,2017-07-17,21.65306664,91.05827175,11.49400024,35.65999985,109.2679993,20.21400032,3880.8,0.2136913043,21.69599962
322,2017-07-18,2017-07-25,22.05786705,257.0839936,11.61999989,36.24000015,109.6519989,20.36199989,3105.2,0.2050155172,21.65306664
323,2017-07-26,2017-08-02,22.08559952,478.6235226,11.11600018,35.61399918,112.3419983,20.16800003,4230.2,0.06325796178,22.05786705
324,2017-08-03,2017-08-10,23.83893318,257.7098962,10.92200012,35.20199966,113.5639999,19.80200005,4178,0.0822512605,22.08559952
325,2017-08-11,2017-08-18,23.98439941,114.8381785,10.7920002,35.33800049,112.4539993,19.89199982,2947.4,0.1368902439,23.83893318
326,2017-08-19,2017-08-26,23.10613327,324.9028706,10.69199982,35.36399994,112.7,19.99799995,2998.2,0.1201955556,23.98439941
327,2017-08-27,2017-09-03,23.43333359,320.2851606,10.98999996,36.15,112.5300003,19.92599983,2711,0.07020731707,23.10613327
328,2017-09-04,2017-09-11,23.13549995,253.2726177,11.40499973,37.20249939,114.1500015,20.1624999,3154,0.01632272727,23.43333359
329,2017-09-12,2017-09-19,24.95240021,413.5637683,11.60400009,38.47200012,117.1059998,20.49799995,3530.4,-0.01344266667,23.13549995
330,2017-09-20,2017-09-27,23.7562664,510.0306505,11.82800007,39.59199905,120.6700012,20.72400017,3630.6,0.07828604651,24.95240021
331,2017-09-28,2017-10-05,23.00506668,317.1436187,12.13200016,42.06800079,119.8779984,19.52199974,4058.8,0.03950121951,23.7562664
332,2017-10-06,2017-10-13,23.54253311,381.9976948,12.30800018,45.16600037,122.8740005,19.25799942,4030.4,0.2220736364,23.00506668
333,2017-10-14,2017-10-21,23.50546684,497.9300673,12.18199997,45.37199936,123.5539993,19.23199997,3896.2,0.06614615385,23.54253311
334,2017-10-22,2017-10-29,21.9632,340.4112269,12.12000008,45.32799988,123.4139984,19.26599998,4112.4,0.01543518519,23.50546684
335,2017-10-30,2017-11-06,21.04053307,126.3044987,12.30000019,42.88399963,124.75,19.49799995,3938,0.07236377953,21.9632
336,2017-11-07,2017-11-14,20.42426682,154.8174794,12.08600006,42.43000031,126.2119995,19.23599968,3785.8,0.07874126984,21.04053307
337,2017-11-15,2017-11-22,20.87199898,107.0743623,12.06000004,44.03800049,124.2780014,19.01199989,7518,0.03081631206,20.42426682
338,2017-11-23,2017-11-30,20.95749998,107.6362981,12.24500012,44.3399992,126.3850021,19.34000015,5503.5,0.06704588235,20.87199898
339,2017-12-01,2017-12-08,20.53240013,504.0841664,12.51000004,42.56200027,123.6639999,19.22799988,4571,0.06623563218,20.95749998
340,2017-12-09,2017-12-16,22.53746643,796.3641647,12.57000008,41.27200012,124.487999,19.4,3846.2,0.07007608696,20.53240013
341,2017-12-17,2017-12-24,22.07746658,718.2679412,12.65599995,42.26800079,127.712001,19.60800018,3069.8,0.09169425287,22.53746643
342,2017-12-25,2018-01-01,20.92733288,465.2191714,12.54250002,41.37000084,127.9125004,19.88500023,2866.75,0.1627086957,22.07746658
343,2018-01-02,2018-01-09,21.4052002,475.9946648,12.94999981,43.39799957,131.8580017,20.27000008,3388.6,0.01426216216,20.92733288
344,2018-01-10,2018-01-17,22.48383379,1029.915628,13.12999988,43.86249924,137.1199989,20.6875,3394.75,0.2331291667,21.4052002
345,2018-01-18,2018-01-25,23.26439972,2160.844972,12.02000008,43.56800079,139.2380005,21.07399979,3961.8,0.05826081081,22.48383379
346,2018-01-26,2018-02-02,23.22346649,2672.227091,11.14400005,42.81000061,139.0859985,21.68400002,3916.2,0.08609782609,23.26439972
347,2018-02-03,2018-02-10,21.83666725,3115.537666,10.54400005,41.2,135.7139984,20.90999985,10527.2,0.08982269504,23.22346649
348,2018-02-11,2018-02-18,21.75013351,7560.479476,10.67999992,41.63000031,136.1499969,21.00600014,6411.8,0.08811866667,21.83666725
349,2018-02-19,2018-02-26,22.77149963,7219.07432,10.6400001,40.78750038,135.7275009,20.84749985,4664.25,0.1381957143,21.75013351
350,2018-02-27,2018-03-06,22.57933311,3587.201924,10.49799976,38.49599991,132.5179993,20.92200012,4046,0.084752,22.77149963
351,2018-03-07,2018-03-14,22.34560013,1752.005208,10.71199989,37.85200043,129.8839996,21.17600021,4162,0.157771,22.57933311
352,2018-03-15,2018-03-22,21.16786613,873.0053391,11.06399994,37.45399933,129.3339996,21.13000031,4027.6,0.03961860465,22.34560013
353,2018-03-23,2018-03-30,18.78413353,2287.50583,10.83199997,35.56800003,127.9179962,20.92799988,5096.2,-0.00952484472,21.16786613
354,2018-03-31,2018-04-07,18.82626648,4122.546708,11.17399998,37.28199921,127.0940018,20.71800003,4993.8,-0.08703352273,18.78413353
355,2018-04-08,2018-04-15,19.86280022,3472.381109,11.34400005,38.69200058,127.8799988,20.91599998,4083.6,-0.1041644928,18.82626648
356,2018-04-16,2018-04-23,19.50093307,1527.7155,11.17399998,38.54000015,128.9900024,21.14000015,4151.8,0.149139604,19.86280022
357,2018-04-24,2018-05-01,19.16813316,1107.226846,11.24599991,37.73600082,130.8339996,21.14199982,3606,0.09544660194,19.50093307
358,2018-05-02,2018-05-09,19.79240036,626.1810598,11.27600002,36.34600067,130.8039978,20.47599983,5186.6,-0.0002405405405,19.16813316
359,2018-05-10,2018-05-17,19.58280029,771.5076899,11.23999996,37.12999954,137.6340027,20.38600006,3970.4,-0.007995477387,19.79240036
360,2018-05-18,2018-05-25,18.57653313,1189.163678,11.48400002,38.07999954,135.1,20.59600029,3733.2,0.1243429825,19.58280029
361,2018-05-26,2018-06-02,19.20050001,1004.543582,11.5625,40.27750111,128.3024998,19.96749973,3309.25,0.1319730964,18.57653313
362,2018-06-03,2018-06-10,20.5482666,368.0422775,11.93400002,43.87599945,135.3140015,19.98800011,3424.8,0.08212280702,19.20050001
363,2018-06-11,2018-06-18,23.14053307,675.6402336,11.98600006,44.19199982,135.6720001,19.97999992,3552.4,0.1479851648,20.5482666
364,2018-06-19,2018-06-26,23.05226669,781.3108038,11.72399998,41.43799973,132.55,19.52399979,2960.6,0.08488640777,23.14053307
365,2018-06-27,2018-07-04,22.44413338,662.0994927,11.17199993,39.75200043,128.0679993,19.20999985,2866.8,0.04121915888,23.05226669
366,2018-07-05,2018-07-12,21.03999939,799.1805681,11.12600002,39.55400009,129.3320007,18.59799995,3411,0.1361761905,22.44413338
367,2018-07-13,2018-07-20,21.27653313,1067.718541,10.87599983,39.62600021,130.8659973,18.31399994,3716.2,0.1852492958,21.03999939
368,2018-07-21,2018-07-28,20.17599983,1609.623393,10.27600021,38.13600006,132.8620026,18.59199982,3015.8,0.1508071942,21.27653313
369,2018-07-29,2018-08-05,21.15813332,894.5492825,9.993999863,37.41399918,132.1600006,18.81200027,3487,0.1655706731,20.17599983
370,2018-08-06,2018-08-13,23.99786682,373.9353849,9.961999893,37.38799973,126.7479996,18.81800003,4955.6,0.04151940789,21.15813332
371,2018-08-14,2018-08-21,21.80960007,320.2223599,9.546000099,36.31600037,122.9219986,18.72199974,4704.6,0.032823,23.99786682
372,2018-08-22,2018-08-29,21.2758667,349.2532213,9.8,36.55199966,124.2759995,18.88199959,3587.6,0.07523507853,21.80960007
373,2018-08-30,2018-09-06,19.57499933,675.0678699,9.534999847,35.82499981,122.9550018,18.69749975,3245.75,-0.005368907563,21.2758667
374,2018-09-07,2018-09-14,18.77573318,679.0358008,9.334000206,33.97200012,120.0540009,18.57600021,6487.2,0.041634,19.57499933
375,2018-09-15,2018-09-22,19.68333359,274.2150811,9.71400013,35.45,124.5,19.39400024,4531.8,0.08989707317,18.77573318
376,2018-09-23,2018-09-30,19.76719971,252.5473518,9.346000099,33.87399902,124.5959991,19.02600021,4401.6,-0.02617675676,19.68333359
377,2018-10-01,2018-10-08,19.33733368,291.1216906,9.183999825,33.97399979,123.3819992,18.34400024,5584.4,-0.003078801843,19.76719971
378,2018-10-09,2018-10-16,17.20373344,1376.833724,8.806000137,32.29400024,117.3679993,17.87400017,3966.6,0.1913705036,19.33733368
379,2018-10-17,2018-10-24,18.01040001,4567.011856,8.554000092,31.53400002,117.1580002,17.78600006,3771.2,0.1141541667,17.20373344
380,2018-10-25,2018-11-01,21.97106705,6954.586249,9.251999855,33.58200073,116.512001,17.85599976,4353.8,0.1760517483,18.01040001
381,2018-11-02,2018-11-09,23.04573326,3356.994026,9.502000046,36.43799973,117.0100006,18.07599983,3681,0.1638765625,21.97106705
382,2018-11-10,2018-11-17,22.89013329,2361.319325,9.386000061,35.62999954,116.3039993,17.93600006,3359.2,0.177218,23.04573326
383,2018-11-18,2018-11-25,22.74966669,2135.239974,9.137500048,35.5625,118.3474998,16.9375,3034,0.1817918605,22.89013329
384,2018-11-26,2018-12-03,23.05920029,2454.415666,9.373999786,37.2,121.4220001,17.29199982,3944.4,0.1184046154,22.74966669
385,2018-12-04,2018-12-11,24.09800005,2589.801979,8.885000229,35.3324995,120.9050007,17.04999971,3932.25,0.09009117647,23.05920029
386,2018-12-12,2018-12-19,23.92733345,2455.426812,8.526000214,35.09000015,120.4660004,16.39799995,3405.2,0.1610506024,24.09800005
387,2018-12-20,2018-12-27,20.94383335,8458.877299,7.94750011,33.28499985,114.4849987,15.79500008,2466.75,0.2575059322,23.92733345
388,2018-12-28,2019-01-04,21.28583336,13119.8403,7.785000086,33.31499958,115.8374996,15.99999976,2793,0.1256772358,20.94383335
389,2019-01-05,2019-01-12,22.68093338,6400.483551,8.573999977,35.25200043,123.2139984,16.58800049,3511.8,0.05117142857,21.28583336
390,2019-01-13,2019-01-20,22.32599983,4675.527459,8.611999893,37.94999924,125.5199997,16.70599976,3497.8,0.003548672566,22.68093338
391,2019-01-21,2019-01-28,19.58433342,5713.575664,8.575000048,38.15499973,123.1550007,16.71749973,3101.5,0.1343106195,22.32599983
392,2019-01-29,2019-02-05,20.51133347,3135.363668,8.738000107,38.85800018,122.6759995,16.92399979,3370.4,0.1412464088,19.58433342
393,2019-02-06,2019-02-13,20.7357338,2128.013385,8.442000198,38.9840004,118.6800003,16.64599991,3239,0.1814096296,20.51133347
394,2019-02-14,2019-02-21,20.33083344,1842.98016,8.682499886,39.36499977,121.1700001,17.02250051,3084.5,0.1777823529,20.7357338
395,2019-02-22,2019-03-01,20.34613304,1793.077331,8.780000114,39.94400024,122.1640015,17.21600037,3426.2,0.01635027624,20.33083344
396,2019-03-02,2019-03-09,18.65160027,1006.223711,8.612000084,38.64599991,117.9220001,16.67399979,4134.8,0.08971146789,20.34613304
397,2019-03-10,2019-03-17,19.04840012,474.6064694,8.509999847,38.42799911,118.773999,16.77200012,4321,0.01846510417,18.65160027
398,2019-03-18,2019-03-25,17.98813286,506.4166393,8.601999855,37.40799942,119.9140015,17.07599983,3892.2,0.1158726496,19.04840012
399,2019-03-26,2019-04-02,18.53680038,716.5311149,8.781999969,37.07999954,119.9539978,16.71399994,3226.2,0.1889454545,17.98813286
400,2019-04-03,2019-04-10,18.40079994,1061.335175,9.226000023,38.80800018,121.9979996,16.82999992,3544.8,0.04292560976,18.53680038
401,2019-04-11,2019-04-18,17.96120033,1188.07563,9.405999947,39.65200043,122.2480011,16.71200027,3100.6,0.1714369565,18.40079994
402,2019-04-19,2019-04-26,17.21566629,1245.250911,9.492499828,39.54000092,123.7925014,16.36749983,4331,0.04384320557,17.96120033
403,2019-04-27,2019-05-04,16.17733345,510.8930391,10.36399994,38.95199966,123.3139984,16.02000027,3404.8,0.06631785714,17.21566629
404,2019-05-05,2019-05-12,16.38320007,431.1605835,10.33400002,38.05999985,121.1660004,15.73800011,3258.8,0.1539888889,16.17733345
405,2019-05-13,2019-05-20,15.07506676,1132.472505,10.27399979,37.07000046,119.2540009,14.54799995,3102.8,0.1686769784,16.38320007
406,2019-05-21,2019-05-28,13.06550026,1703.203279,9.972500086,35.73250008,117.897501,13.60000014,3681.25,0.09964868421,15.07506676
407,2019-05-29,2019-06-05,12.47746658,1969.388965,9.7,34.47600021,118.9100006,13.86599998,2967.6,0.165753719,13.06550026
408,2019-06-06,2019-06-13,13.99586678,1518.971786,9.820000076,35.71199951,123.5699997,13.97800007,2612.6,0.2358934783,12.47746658
409,2019-06-14,2019-06-21,14.80986652,2194.511057,10.04200001,36.44799957,124.9880005,13.98199997,2827.6,0.1450938931,13.99586678
410,2019-06-22,2019-06-29,14.78626671,3759.158732,10.02599983,37.92399979,123.9339996,14.23199978,2876.8,0.1338811024,14.80986652
411,2019-06-30,2019-07-07,15.32866669,1836.49605,10.16749978,38.4375,126.5475006,14.38500023,2851.5,0.2434704348,14.78626671
412,2019-07-08,2019-07-15,15.77333336,1325.627256,10.22599983,38.40999985,127.1220001,14.21599998,2922.6,0.1967389706,15.32866669
413,2019-07-16,2019-07-23,16.99519997,1035.163287,10.26400013,39.40999985,129.8179993,14.12000008,2895.6,0.09777163121,15.77333336
414,2019-07-24,2019-07-31,15.99693375,574.6884869,9.722000122,40.70200043,132.0619995,13.61200008,3140,0.1632544872,16.99519997
415,2019-08-01,2019-08-08,15.47573318,957.5464388,9.365999794,39.48199997,128.4279999,12.72399998,2284.2,0.1756467742,15.99693375
416,2019-08-09,2019-08-16,15.12373314,2883.848973,9.171999931,38.22799988,128.0939987,12.44799995,2236.6,0.2577266667,15.47573318
417,2019-08-17,2019-08-24,14.7609333,3496.08181,8.968000031,36.95199966,129.2059998,12.39399986,2524,0.02779357143,15.12373314
418,2019-08-25,2019-09-01,14.55986691,1624.006888,8.973999977,36.5159996,130.5320007,12.27600002,2477.4,0.1402283582,14.7609333
419,2019-09-02,2019-09-09,15.04533315,972.7358767,9.245000124,38.16499996,131.7225037,12.42999983,2674.75,0.1819623932,14.55986691
420,2019-09-10,2019-09-17,16.22026634,2039.451972,9.4,38.83600006,135.5119995,13.18999977,3312.4,0.2026303922,15.04533315
421,2019-09-18,2019-09-25,15.93533363,2547.951622,9.157999992,37.46800003,136.7880005,13.14000015,3296.4,0.1758487013,16.22026634
422,2019-09-26,2019-10-03,16.1784008,800.3426912,8.977999878,36.65999985,134.7700012,12.64399986,3579.2,0.1798289655,15.93533363
423,2019-10-04,2019-10-11,15.97959976,1214.184039,8.628000069,34.46800003,132.0119965,12.26399994,3696.4,0.1216487395,16.1784008
424,2019-10-12,2019-10-19,17.24693336,1207.923961,9.071999741,36.15399933,136.0839996,12.53199997,3459.2,0.2010066176,15.97959976
425,2019-10-20,2019-10-27,18.55426674,1224.628393,8.926000023,36.28200073,137.2840027,12.56800003,4060.2,0.2134300699,17.24693336
426,2019-10-28,2019-11-04,21.16226692,1786.002347,8.654000092,37.57799988,138.8839996,12.66000023,3741.2,0.1881153153,18.55426674
427,2019-11-05,2019-11-12,22.15426674,1608.43776,8.990000153,38.50599976,142.6839996,12.88799992,3730.6,0.1698491228,21.16226692
428,2019-11-13,2019-11-20,23.42853355,1330.296496,8.879999924,36.77599945,143.8300018,12.59200001,5072,0.1813796296,22.15426674
429,2019-11-21,2019-11-28,22.45893326,806.0314812,8.942000198,35.57200012,142.1679993,12.33199997,8485.6,0.08065665025,23.42853355
430,2019-11-29,2019-12-06,22.19213371,540.535171,8.968000221,35.70400009,141.4840027,12.35999985,5233.2,0.1087468085,22.45893326
431,2019-12-07,2019-12-14,23.45519981,349.4760352,9.147999763,35.49600067,141.6779999,12.40800018,4342,0.1684068966,22.19213371
432,2019-12-15,2019-12-22,26.17693329,720.6468618,9.442000008,36.84800034,142.4839996,12.23799992,3573.2,0.1293362637,23.45519981
433,2019-12-23,2019-12-30,28.42983341,1456.303439,9.429999828,36.5975008,141.5275002,11.75,2874.75,0.2201130137,26.17693329
434,2019-12-31,2020-01-07,29.05233335,1945.853283,9.272500038,36.53499985,141.0750008,11.58250022,3785,0.095571,28.42983341
435,2020-01-08,2020-01-15,33.52546616,1090.382305,9.257999992,34.90200119,140.4659973,11.53600006,5643.8,0.1705377483,29.05233335
436,2020-01-16,2020-01-23,35.67916679,991.5397196,9.174999952,35.26249981,141.0200005,11.4349997,4993.25,0.0924089172,33.52546616
437,2020-01-24,2020-01-31,38.82053299,1177.017305,8.912000084,33.65800018,141.8059998,10.98600006,5090.6,0.1342674603,35.67916679
438,2020-02-01,2020-02-08,51.98386688,952.388795,8.565999985,34.21600037,141.5559998,10.8039999,7696.8,0.2311262222,38.82053299
439,2020-02-09,2020-02-16,52.22639999,1357.345395,8.150000191,34.95999985,141.4139984,10.22999992,4934.6,0.2057897297,51.98386688
440,2020-02-17,2020-02-24,59.60383224,2220.081724,7.995000005,34.81750011,138.8424988,9.07249999,5107.75,0.1057371681,52.22639999
441,2020-02-25,2020-03-03,48.92426605,8316.016281,7.113999939,31.27599983,132.8040009,8.572000122,4158.4,0.1628633333,59.60383224
442,2020-03-04,2020-03-11,45.74466629,26033.17473,6.493999958,28.4260006,127.5880005,7.977999973,3959.6,0.1229545455,48.92426605
443,2020-03-12,2020-03-19,31.2487999,64317.30602,5.100000095,21.17399979,114.3779999,7.219999981,3269.8,0.1039929825,45.74466629
444,2020-03-20,2020-03-27,32.45640068,84829.15077,4.785999966,20.17999992,118.3079987,7.039999962,3119.8,0.227653913,31.2487999
445,2020-03-28,2020-04-04,32.5622673,54097.74397,4.572000027,19.51800041,118.9399994,6.392000008,3455,0.2230402062,32.45640068
446,2020-04-05,2020-04-12,36.39216709,20036.83844,4.910000086,22.00999928,122.8150024,6.559999943,3265,0.1425955224,32.5622673
447,2020-04-13,2020-04-20,47.86360092,24351.01829,5.107999992,22.2,123.0660004,6.739999962,3518,0.235410596,36.39216709
448,2020-04-21,2020-04-28,48.64480057,18380.89964,4.893999958,21.6920002,122.1079987,6.488000011,3453.8,0.1678358025,47.86360092
449,2020-04-29,2020-05-06,50.84146576,11911.64577,5.020000076,21.79600029,123.0459991,6.638000011,5326.6,0.134770936,48.64480057
450,2020-05-07,2020-05-14,53.48159943,2645.726811,4.98599987,22.63799973,121.2339996,6.677999973,7057.6,0.03945215311,50.84146576
451,2020-05-15,2020-05-22,54.18626633,2340.967042,5.326000023,24.68199959,118.4699997,6.99800005,4872.2,0.1539452991,53.48159943
452,2020-05-23,2020-05-30,54.66516685,2963.444998,5.857500076,26.9375,126.3225002,7.787500024,5431,0.1917806818,54.18626633
453,2020-05-31,2020-06-07,58.835466,6033.775448,6.374000072,28.63800011,128.1840012,7.992000008,4863.4,0.1318209302,54.66516685
454,2020-06-08,2020-06-15,64.31680145,12219.8208,6.834000015,28.75,129.1860001,8.346000004,4608.6,0.2647176923,58.835466
455,2020-06-16,2020-06-23,66.30800018,6914.401961,6.344000053,26.99800034,128.7040024,7.9,3582.2,0.1859489655,64.31680145
